AAPL
price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
2015-08-06,115.13,-1.43569469451904,9.15913,28.7937,4.5421,18.1683864593506
2015-08-05,115.4,-1.752197265625,6.6781,29.1897,4.35057,17.402286529541
2015-08-04,114.64,-1.92124772071838,6.16874,26.5496,4.02106,16.0842475891113
2015-08-03,118.44,-1.25658488273621,10.0593,32.1077,3.40622,13.6248731613159
2015-07-31,121.3,-0.859380722045898,16.2991,37.6103,3.10102,12.4040966033936
2015-07-30,122.37,-0.831459641456604,24.1037,39.9914,2.98014,11.9205675125122
2015-07-29,122.99,-0.917518138885498,30.3444,41.4016,2.90352,11.6140851974487
2015-07-28,123.38,-1.05849534273148,36.3475,42.2723,2.88002,11.5200872421265
2015-07-27,122.77,-1.19812980294228,44.8162,40.4535,2.92078,11.6831102371216
2015-07-24,124.5,-0.863140791654587,57.4303,44.1138,2.85337,11.4134674072266
2015-07-23,125.16,-0.555262446403503,74.3273,45.5746,2.83703,11.3481178283691
2015-07-22,125.22,0.0470510721206665,87.8964,45.7024,2.82843,11.3137331008911
2015-07-21,130.75,1.4125719666481,93.9592,60.1278,2.84085,11.3634023666382
2015-07-20,132.07,1.740807056427,89.359,64.6508,2.68669,10.7467679977417
2015-07-17,129.62,1.37225490808487,78.7596,59.3852,2.41899,9.67596340179443
2015-07-16,128.51,1.15011370182037,65.8852,56.6698,2.30299,9.21194458007812
2015-07-15,126.82,0.778892040252686,51.5931,52.1468,2.27877,9.11508274078369
2015-07-14,125.61,0.443947076797485,34.86,48.5781,2.31001,9.24003028869629
2015-07-13,125.66,0.104202747344971,21.5986,48.7175,2.38943,9.55773735046387
2015-07-10,123.28,-0.687478065490723,16.4372,41.2679,2.45767,9.83066272735596
2015-07-09,120.07,-1.22510099411011,22.0409,28.2064,2.39475,9.57898426055908
2015-07-08,122.57,-0.626991152763367,29.2603,33.6123,1.95382,7.81527090072632
2015-07-07,125.69,-0.0552140474319458,32.8751,43.2091,1.78071,7.12285089492798
2015-07-06,126,-0.0124886035919189,28.4461,44.3781,1.79779,7.19114828109741
2015-07-02,126.44,-0.00579583644866943,21.4529,46.019,1.79092,7.16366195678711
2015-07-01,126.6,-0.144804239273071,18.5115,46.6008,1.78196,7.12782001495361
2015-06-30,125.43,-0.463040828704834,25.5361,41.586,1.7873,7.14919281005859
2015-06-29,124.53,-0.518726825714111,34.6401,37.3859,1.73862,6.95449638366699
2015-06-26,126.75,-0.0578651428222656,40.5904,44.7571,1.6236,6.49441242218018
2015-06-25,127.5,0.0999244451522827,36.5504,47.7079,1.63146,6.52584552764893
2015-06-24,128.11,0.132507026195526,33.2987,50.2079,1.78006,7.12023258209229
2015-06-23,127.03,-0.0805214047431946,29.5172,45.514,1.96043,7.84173488616943
2015-06-22,127.61,-0.0612879991531372,31.185,47.7591,1.94893,7.79572916030884
2015-06-19,126.6,-0.229032337665558,29.4827,43.2308,2.13852,8.55407905578613
2015-06-18,127.88,-0.0871170163154602,27.8954,48.1416,2.17855,8.71419715881348
2015-06-17,127.3,-0.267555058002472,25.8936,45.5386,2.19419,8.77676582336426
2015-06-16,127.6,-0.337887048721313,28.8213,46.6635,2.18569,8.74274635314941
2015-06-15,126.92,-0.516229957342148,32.9471,43.7382,2.19766,8.79064464569092
2015-06-12,127.17,-0.466895194724202,33.3241,44.5727,2.11958,8.47833347320557
2015-06-11,128.59,-0.308908760547638,26.7191,49.5605,2.05895,8.23579502105713
2015-06-10,128.88,-0.465087652206421,19.7187,50.635,2.06758,8.27032470703125
2015-06-09,127.42,-0.82505738735199,19.3581,45.0672,2.09361,8.37445831298828
2015-06-08,127.8,-0.78958535194397,28.9285,46.3301,2.05722,8.22887134552002
2015-06-05,128.65,-0.646779894828796,43.6494,49.1934,2.02112,8.08446788787842
2015-06-04,129.36,-0.514713644981384,56.2479,51.6703,2.07823,8.31293296813965
2015-06-03,130.12,-0.39862322807312,66.2329,54.3923,2.16059,8.64237689971924
2015-06-02,129.96,-0.386514186859131,73.2624,53.9178,2.18981,8.75923538208008
2015-06-01,130.54,-0.226868867874146,78.3029,55.8749,2.18867,8.75466346740723
2015-05-29,130.28,-0.0992436408996582,81.3805,55.198,2.17571,8.70283699035645
2015-05-28,131.78,0.278138399124146,83.1318,60.1406,2.20939,8.83757972717285
2015-05-27,132.04,0.350573301315308,87.6209,61.02,2.10136,8.40544033050537
2015-05-26,129.62,0.223377227783203,90.2852,55.3809,2.0707,8.28279113769531
2015-05-22,132.54,0.849998474121094,91.6397,66.0941,2.41566,9.66263580322266
2015-05-21,131.39,0.716957211494446,86.0695,63.5128,2.37943,9.51770496368408
2015-05-20,130.06,0.625318169593811,76.8401,60.2642,2.40195,9.60779094696045
2015-05-19,130.07,0.752880096435547,60.4111,60.3016,2.43872,9.75489616394043
2015-05-18,130.19,0.778147399425507,45.4929,60.7225,2.41534,9.66137981414795
2015-05-15,128.77,0.513997256755829,32.3196,57.4601,2.40225,9.60898876190186
2015-05-14,128.95,0.336936245672405,28.4238,58.0274,2.40308,9.61233615875244
2015-05-13,126.01,-0.274091497063637,26.8038,50.6353,2.38768,9.55073547363281
2015-05-12,125.87,-0.338970554992557,26.4958,50.2479,2.37318,9.49273490905762
2015-05-11,126.32,-0.320406556129456,21.8309,51.4532,2.34437,9.37747669219971
2015-05-08,127.62,-0.376277834177017,20.5577,54.9918,2.33603,9.34411144256592
2015-05-07,125.26,-0.970521628856659,23.8959,49.0897,2.35277,9.41107749938965
2015-05-06,125.01,-1.04533541202545,29.2743,48.4244,2.30307,9.21228122711182
2015-05-05,125.8,-0.804227948188782,31.8012,50.3552,2.22599,8.90397834777832
2015-05-04,128.7,-0.362064957618713,32.7932,58.2758,2.19013,8.76053333282471
2015-05-01,128.95,-0.528031349182129,44.2372,59.0189,2.22517,8.90066719055176
2015-04-30,125.15,-0.923979997634888,61.6204,50.0241,2.20535,8.82141876220703
2015-04-29,128.64,0.0392897129058838,80.2478,61.544,2.14493,8.57973670959473
2015-04-28,130.56,0.699161529541016,89.1431,61.544,2.14474,8.57896327972412
2015-04-27,132.65,1.11594581604004,88.5844,69.8498,2.02982,8.11928367614746
2015-04-24,130.28,0.753490209579468,83.9146,64.8556,1.57905,6.31619262695312
2015-04-23,129.67,0.636558175086975,70.1628,63.4069,1.48544,5.94177961349487
2015-04-22,128.62,0.376670598983765,58.3677,60.8258,1.35467,5.41867828369141
2015-04-21,126.91,0.0645072460174561,46.6117,56.1485,1.41656,5.66623306274414
2015-04-20,127.6,0.0240902304649353,49.4,58.778,1.39221,5.5688362121582
2015-04-17,124.75,-0.412968933582306,56.4464,49.7524,1.32703,5.30811309814453
2015-04-16,126.17,-0.0919524431228638,66.0069,55.3604,1.35406,5.41624879837036
2015-04-15,126.78,0.0427383184432983,71.1864,57.9667,1.35109,5.40437316894531
2015-04-14,126.3,0.0449398756027222,71.5692,56.4692,1.34622,5.38487958908081
2015-04-13,126.85,0.212356567382812,67.1308,58.694,1.35072,5.40288257598877
2015-04-10,127.1,0.265971660614014,61.5731,59.6865,1.47118,5.88473224639893
2015-04-09,126.56,0.166014969348907,56.9757,58.2712,1.72611,6.90445375442505
2015-04-08,125.6,0.0852404236793518,54.5859,55.704,1.88583,7.54331827163696
2015-04-07,126.01,0.264144003391266,47.076,57.0971,2.28147,9.12588500976562
2015-04-06,127.35,0.399878859519958,40.3067,61.7864,2.4053,9.6212100982666
2015-04-03,125.32,-0.0181244611740112,37.0572,56.7948,2.36592,9.46367168426514
2015-04-02,125.32,-0.125078946352005,38.5425,56.7947,2.37141,9.48564624786377
2015-04-01,124.25,-0.353389918804169,40.0593,54.0679,2.3749,9.49961376190186
2015-03-31,124.43,-0.328142404556274,34.7464,54.0679,2.39787,9.59148788452148
2015-03-30,126.37,-0.262385189533234,34.5719,54.0679,2.4881,9.95240116119385
2015-03-27,123.25,-0.901790022850037,38.9841,46.1305,2.60442,10.4176769256592
2015-03-26,124.24,-0.787577033042908,51.3854,48.6054,2.64373,10.5749387741089
2015-03-25,123.38,-0.739638686180115,59.5272,46.2807,2.91684,11.667350769043
2015-03-24,126.69,-0.0616874694824219,64.2055,55.2048,3.0402,12.1608076095581
2015-03-23,127.21,0.0474653244018555,65.8875,56.8027,3.69171,14.7668523788452
2015-03-20,125.9,-0.00401520729064941,63.2701,53.6655,4.45486,17.819429397583
2015-03-19,127.5,0.387528657913208,53.2783,58.4824,4.84472,19.3788909912109
2015-03-18,128.47,0.423690795898438,38.8685,61.5947,5.20065,20.8025970458984
2015-03-17,127.04,-0.115915775299072,24.7246,58.577,5.6295,22.5179920196533
2015-03-16,124.95,-0.786807417869568,16.2481,53.6324,6.03785,24.1514186859131
2015-03-13,123.59,-1.26454305648804,11.748,50.0281,6.41867,25.6746730804443
2015-03-12,124.45,-1.46031594276428,11.2112,52.4207,6.77346,27.0938568115234
2015-03-11,122.24,-1.92002606391907,10.5658,46.2911,7.08689,28.3475666046143
2015-03-10,124.51,-1.5263786315918,11.2352,52.776,7.18748,28.7499217987061
2015-03-09,127.14,-1.23040246963501,17.8679,62.1413,7.27657,29.106294631958
2015-03-06,126.6,-1.44626903533936,33.3239,60.8156,7.39314,29.5725650787354
2015-03-05,126.41,-1.42988967895508,50.6134,60.3621,7.56631,30.2652416229248
2015-03-04,128.54,-1.04217481613159,63.4658,60.3621,7.73726,30.949031829834
2015-03-03,129.36,-0.940249443054199,68.8231,63.0788,7.87984,31.5193653106689
2015-03-02,129.09,-0.987658500671387,73.6693,62.5636,8.02603,32.1041107177734
2015-02-27,128.46,-0.909708023071289,78.9295,61.3966,8.127,32.507999420166
2015-02-26,130.42,-0.414060592651367,87.5072,67.4729,8.32724,33.3089561462402
2015-02-25,128.79,-0.23797607421875,93.901,64.7813,8.31939,33.2775726318359
2015-02-24,132.17,0.696184158325195,97.8321,77.0597,8.24421,32.9768218994141
2015-02-23,133,0.919460296630859,97.3804,80.5406,8.00865,32.0346145629883
2015-02-20,129.5,0.512773513793945,96.6439,76.3592,7.64374,30.5749588012695
2015-02-19,128.45,0.66193675994873,95.5601,74.854,7.41852,29.6740970611572
2015-02-18,128.72,1.01373767852783,96.1678,76.0096,7.17361,28.6944313049316
2015-02-17,127.83,1.1593337059021,96.6496,74.8197,6.84517,27.3806610107422
2015-02-13,127.08,1.29523229598999,97.5093,73.803,6.55049,26.201961517334
2015-02-12,126.46,1.31907272338867,96.3121,73.803,6.22599,24.9039649963379
2015-02-11,124.88,1.02954769134521,94.6422,71.8886,5.82218,23.2887325286865
2015-02-10,122.02,0.530763149261475,93.1028,67.952,5.38218,21.5287036895752
2015-02-09,119.72,0.274150848388672,93.0281,64.2093,5.08794,20.3517780303955
2015-02-06,118.93,0.437446594238281,92.7189,62.8246,4.90662,19.6264953613281
2015-02-05,119.94,0.887665271759033,90.9393,65.849,4.73784,18.9513778686523
2015-02-04,119.56,1.08744239807129,89.7033,65.2649,4.46257,17.8502883911133
2015-02-03,118.65,1.25250005722046,87.6558,63.8913,4.20935,16.8373908996582
2015-02-02,118.63,1.5304651260376,82.8512,63.8622,4.05055,16.202184677124
2015-01-30,117.16,1.61381697654724,75.9653,61.7538,3.85753,15.4301109313965
2015-01-29,118.9,1.8693265914917,71.946,65.9849,3.60001,14.4000568389893
2015-01-28,115.31,1.05827456712723,77.3627,60.8453,3.03857,12.1542654037476
2015-01-27,109.14,0.347969509661198,80.8365,48.4033,2.76334,11.0533580780029
2015-01-26,113.1,1.26266879588366,77.9308,59.7113,2.7798,11.1191873550415
2015-01-23,112.98,1.28728419542313,61.4018,59.4447,2.69147,10.7658615112305
2015-01-22,112.4,1.0030951499939,43.2621,58.2034,2.60546,10.4218406677246
2015-01-21,109.55,0.296477437019348,27.1511,51.4187,2.5428,10.1712064743042
2015-01-20,108.72,-0.170897722244263,23.464,49.1881,2.54656,10.1862468719482
2015-01-19,105.99,-0.803955435752869,29.2637,40.9007,2.57096,10.2838582992554
2015-01-16,105.99,-0.791767120361328,40.5983,40.9007,2.42145,9.68580532073975
2015-01-15,106.82,-0.462818264961243,50.3178,42.7276,2.44602,9.78407955169678
2015-01-14,109.8,0.137109637260437,57.2321,50.2035,2.8636,11.4543886184692
2015-01-13,110.22,0.231726408004761,59.8401,51.38,3.20982,12.8392915725708
2015-01-12,109.25,0.224476218223572,53.7257,48.8072,3.42332,13.6932811737061
2015-01-09,112.01,0.593321084976196,38.8232,56.7403,3.50563,14.022518157959
2015-01-08,111.89,0.0970853567123413,26.1539,56.4545,3.566,14.2639932632446
2015-01-07,107.75,-1.01992213726044,23.3785,44.7665,3.56073,14.2429189682007
2015-01-06,106.26,-1.47893726825714,34.6613,39.3238,3.54039,14.1615562438965
2015-01-05,106.25,-1.40840628743172,51.2415,39.2865,3.38321,13.5328330993652
2015-01-02,109.33,-0.772052675485611,68.8479,47.6629,3.19365,12.7745847702026
2014-12-31,110.38,-0.378407418727875,77.7629,51.1127,3.17416,12.6966571807861
2014-12-30,112.52,0.194055199623108,77.2741,51.1127,3.15749,12.6299600601196
2014-12-29,113.91,0.522021770477295,68.9516,55.7158,3.18193,12.7277345657349
2014-12-26,113.99,0.493414342403412,61.3207,55.9853,3.43921,13.7568311691284
2014-12-24,112.01,0.333527892827988,56.2943,50.4814,3.74065,14.9626045227051
2014-12-23,112.54,0.506631344556808,50.3613,51.9817,3.96015,15.8405933380127
2014-12-22,112.94,0.515668727457523,40.136,53.0873,4.29696,17.1878509521484
2014-12-19,111.78,0.197331041097641,26.9163,50.237,4.50145,18.0057888031006
2014-12-18,112.65,-0.101280957460403,15.5597,52.4566,4.70649,18.8259620666504
2014-12-17,109.41,-1.1502503156662,11.4061,43.8825,4.85045,19.4017925262451
2014-12-16,106.75,-1.83493275940418,12.3783,34.9374,4.97545,19.901798248291
2014-12-15,108.23,-1.7039487361908,20.2982,38.0729,4.8618,19.4471912384033
2014-12-12,109.73,-1.52491140365601,25.2627,41.5852,4.88973,19.5589294433594
2014-12-11,111.62,-1.32354521751404,31.1178,46.6167,4.955,19.8200092315674
2014-12-10,111.95,-1.32725286483765,32.7159,47.5495,5.05291,20.2116203308105
2014-12-09,114.12,-1.1512188911438,39.8839,54.1676,5.11717,20.4686832427979
2014-12-08,112.4,-1.43460464477539,45.6855,48.9366,5.21321,20.8528594970703
2014-12-05,115,-1.0223560333252,52.0542,58.2719,5.31435,21.2574157714844
2014-12-04,115.49,-1.01174736022949,58.0001,60.2844,5.44606,21.7842407226562
2014-12-03,115.93,-1.04701709747314,67.9493,62.0719,5.57385,22.2954044342041
2014-12-02,114.63,-1.17297029495239,79.4806,58.7133,5.69477,22.7790832519531
2014-12-01,115.07,-0.720794200897217,87.4704,60.3941,5.89335,23.5734119415283
2014-11-28,118.93,0.175637722015381,90.2072,78.7613,6.02877,24.1150894165039
2014-11-26,119,0.322566986083984,91.2332,79.1667,5.99829,23.9931449890137
2014-11-25,117.6,0.311682224273682,88.8602,76.9646,5.96503,23.8601036071777
2014-11-24,118.63,0.580031871795654,86.4675,82.9549,5.96389,23.855562210083
2014-11-21,116.47,0.359542846679688,81.1181,79.91,5.81344,23.2537441253662
2014-11-20,116.31,0.462862968444824,81.3741,79.6601,5.76044,23.0417709350586
2014-11-19,114.67,0.425745964050293,83.1238,76.9284,5.67653,22.7061195373535
2014-11-18,115.47,0.727341651916504,89.8807,81.9115,5.59364,22.3745594024658
2014-11-17,113.99,0.666840076446533,92.7834,79.6466,5.41806,21.6722583770752
2014-11-14,114.18,0.781094074249268,93.3976,80.8534,5.2486,20.9943904876709
2014-11-13,112.82,0.545369625091553,89.792,78.7092,5.03506,20.1402454376221
2014-11-12,111.25,0.250327110290527,86.7012,75.8047,4.89337,19.5734691619873
2014-11-11,109.7,0.00776529312133789,85.4796,72.3461,4.76046,19.0418338775635
2014-11-10,108.83,-0.0357875823974609,85.5235,70.12,4.64895,18.5957813262939
2014-11-07,109.01,0.109923839569092,86.5045,71.2215,4.5383,18.1531982421875
2014-11-06,108.7,0.194672107696533,88.0699,70.4799,4.38638,17.5455226898193
2014-11-05,108.39,0.325009346008301,90.5119,69.7563,4.22196,16.8878479003906
2014-11-04,108.13,0.525132656097412,93.0491,69.1676,4.04366,16.174633026123
2014-11-03,108.93,0.808363914489746,94.4522,73.2404,3.87001,15.4800291061401
2014-10-31,107.53,0.737987995147705,94.8911,70.409,3.55948,14.2379140853882
2014-10-30,106.52,0.830594539642334,94.4406,68.1515,3.30784,13.2313747406006
2014-10-29,106.88,1.12117028236389,93.6795,69.9169,3.08629,12.3451519012451
2014-10-28,106.28,1.19713139533997,91.9915,68.6606,2.78563,11.1425294876099
2014-10-27,104.66,1.17606902122498,90.0058,64.9953,2.45743,9.8297119140625
2014-10-24,104.77,1.4001886844635,84.3796,65.4781,2.23847,8.95389556884766
2014-10-23,104.38,1.38838243484497,73.8243,64.6126,1.95041,7.80165433883667
2014-10-22,102.55,1.06039303541183,55.2066,60.273,1.75593,7.02373552322388
2014-10-21,102.03,0.740116029977798,37.1309,58.9446,1.60722,6.42886829376221
2014-10-20,99.33,-0.0201290845870972,23.267,51.0531,1.52975,6.11900281906128
2014-10-17,97.25,-0.60987514257431,20.6696,43.2501,1.53031,6.1212420463562
2014-10-16,95.84,-0.876527160406113,23.9805,36.9201,1.4603,5.84121704101562
2014-10-15,97.12,-0.591684762388468,33.7124,40.7518,1.23333,4.93331623077393
2014-10-14,98.32,-0.284865707159042,42.8913,44.7993,1.10004,4.40017604827881
2014-10-13,99.38,0.00167962908744812,45.3578,48.7726,1.03919,4.15676784515381
2014-10-10,100.3,0.20490500330925,40.2086,52.5272,1.05168,4.20671129226685
2014-10-09,100.58,0.20551323890686,30.5449,53.6954,1.08432,4.33728361129761
2014-10-08,100.36,0.00867840647697449,27.4668,52.9317,1.11182,4.44727087020874
2014-10-07,98.32,-0.371297940611839,26.3655,45.1408,1.13128,4.52513265609741
2014-10-06,99.19,-0.261559784412384,30.0457,48.3073,1.12324,4.49295377731323
