Calculating EMA10
10366	168	t154
10368	169	t155
10369	163	t149
10371	183	t169
10373	169	t155
10374	183	t169
10376	245	t231
10378	168	t154
10382	178	t164
10384	19	t5
10386	178	t164
10387	174	t160
10388	174	t160
10389	174	t160
10390	174	t160
10391	174	t160
10394	187	t173
10395	173	t159
10396	169	t155
10408	181	t167
10413	177	t163
10423	178	t164
10425	243	t229
10427	188	t174
10488	161	t147
10491	194	t180
10492	192	t178
10497	104	t90
10500	127	t113
10508	141	t127
10510	132	t118
10515	117	t103
10517	200	t186
10518	201	t187
10520	58	t44
10524	194	t180
10527	200	t186
10533	162	t148
10546	237	t223
10550	230	t216
10552	230	t216
10553	104	t90
10557	155	t141
10642	237	t223
10643	237	t223
10645	237	t223
10649	237	t223
10659	158	t144
10660	158	t144
10661	185	t171
10666	187	t173
10684	188	t174
10686	177	t163
10690	188	t174
10691	216	t202
10694	61	t47
10712	58	t44
10758	168	t154
10760	61	t47
10765	168	t154
10766	135	t121
10768	61	t47
10776	58	t44
10819	82	t68
10843	243	t229
10851	129	t115
10871	216	t202
10873	78	t64
10874	78	t64
10900	153	t139
10901	157	t143
10906	188	t174
10958	116	t102
11027	246	t232
11034	150	t136
